state_code,state_name,lga_code,lga_name,ward_code,ward_name,pu_code,pu_delimitation,pu_name,pu_status,inec_lga_id,inec_ward_id,inec_pu_id
27,OGUN,01,ABEOKUTA NORTH,01,IKEREKU,001,27/01/01/001,O.U.S PRY. SCHOOL IKEREKU I,EXISTING PU,562,17263,339575
27,OGUN,01,ABEOKUTA NORTH,01,IKEREKU,002,27/01/01/002,O.U.S PRY. SCHOOL IKEREKU  II,EXISTING PU,562,17263,339576
27,OGUN,01,ABEOKUTA NORTH,01,IKEREKU,003,27/01/01/003,NEAR HOLY TRINITY CHURCH I,EXISTING PU,562,17263,339577
27,OGUN,01,ABEOKUTA NORTH,01,IKEREKU,004,27/01/01/004,NEAR HOLY TRINITY CHURCH II,EXISTING PU,562,17263,339578
27,OGUN,01,ABEOKUTA NORTH,01,IKEREKU,005,27/01/01/005,NEAR ITA OGBONI IDOMAPA I,EXISTING PU,562,17263,339579
27,OGUN,01,ABEOKUTA NORTH,01,IKEREKU,006,27/01/01/006,NEAR ITA OGBONI IDOMAPA II,EXISTING PU,562,17263,339580
27,OGUN,01,ABEOKUTA NORTH,01,IKEREKU,007,27/01/01/007,OJUDE AGBURIN,EXISTING PU,562,17263,339581
27,OGUN,01,ABEOKUTA NORTH,01,IKEREKU,008,27/01/01/008,NEAR AROWOREHIN MOSQUE II,EXISTING PU,562,17263,339582
27,OGUN,01,ABEOKUTA NORTH,01,IKEREKU,009,27/01/01/009,NEAR OKE ERI MOSQUE,EXISTING PU,562,17263,339583
27,OGUN,01,ABEOKUTA NORTH,01,IKEREKU,010,27/01/01/010,NEAR LASODE HOUSE I,EXISTING PU,562,17263,339584
27,OGUN,01,ABEOKUTA NORTH,01,IKEREKU,011,27/01/01/011,NEAR LASODE HOUSE II,EXISTING PU,562,17263,339585
27,OGUN,01,ABEOKUTA NORTH,01,IKEREKU,012,27/01/01/012,OPEN SPACE CLOSE TO THE AJANAKU'S,EXISTING PU,562,17263,339586
27,OGUN,01,ABEOKUTA NORTH,01,IKEREKU,013,27/01/01/013,"OPEN SPACE NEAR ITA OGBONI, IKEREKU",NEW PU,562,17263,339587
27,OGUN,01,ABEOKUTA NORTH,01,IKEREKU,014,27/01/01/014,"OPEN SPACE NEAR ALARAN MOSQUE, IKEREKU",NEW PU,562,17263,339588
27,OGUN,01,ABEOKUTA NORTH,01,IKEREKU,015,27/01/01/015,"OJUFEREWA SQUARE, AGO ODO.",NEW PU,562,17263,339589
27,OGUN,01,ABEOKUTA NORTH,02,IKIJA,001,27/01/02/001,NUD IKIJA  I,EXISTING PU,562,17264,339590
27,OGUN,01,ABEOKUTA NORTH,02,IKIJA,002,27/01/02/002,NUD IKIJA  II,EXISTING PU,562,17264,339591
27,OGUN,01,ABEOKUTA NORTH,02,IKIJA,003,27/01/02/003,HOLY PROPHET ISALE OGUN  I,EXISTING PU,562,17264,339592
27,OGUN,01,ABEOKUTA NORTH,02,IKIJA,004,27/01/02/004,HOLY PROPHET ISALE OGUN  II,EXISTING PU,562,17264,339593
27,OGUN,01,ABEOKUTA NORTH,02,IKIJA,005,27/01/02/005,AHMADIYA PRY. SCHOOL,EXISTING PU,562,17264,339594
27,OGUN,01,ABEOKUTA NORTH,02,IKIJA,006,27/01/02/006,OPEN SPACE AT OSUNRINDE'S HOUSE I,EXISTING PU,562,17264,339595
27,OGUN,01,ABEOKUTA NORTH,02,IKIJA,007,27/01/02/007,"NEAR CENTRAL MOSQUE, IKIJA",NEW PU,562,17264,339596
27,OGUN,01,ABEOKUTA NORTH,02,IKIJA,008,27/01/02/008,"NEAR ADEDOTUN CENTRAL MOSQUE, OJUDE AGBURIN",NEW PU,562,17264,339597
27,OGUN,01,ABEOKUTA NORTH,02,IKIJA,009,27/01/02/009,"OPEN SPACE AT ABIYE JUNCTION, ADEDOTUN",NEW PU,562,17264,339598
27,OGUN,01,ABEOKUTA NORTH,02,IKIJA,010,27/01/02/010,OPEN SPACE AT OSUNRINDE'S HOUSE II,NEW PU,562,17264,339599
27,OGUN,01,ABEOKUTA NORTH,03,AGO OKO,001,27/01/03/001,SPACE AT ITAMORIN  I,EXISTING PU,562,17265,339600
27,OGUN,01,ABEOKUTA NORTH,03,AGO OKO,002,27/01/03/002,SPACE AT ITAMORIN  II,EXISTING PU,562,17265,339601
27,OGUN,01,ABEOKUTA NORTH,03,AGO OKO,003,27/01/03/003,SPACE AT KINOSHI HOUSE  I,EXISTING PU,562,17265,339602
27,OGUN,01,ABEOKUTA NORTH,03,AGO OKO,004,27/01/03/004,SPACE AT KINOSHI HOUSE  II,EXISTING PU,562,17265,339603
27,OGUN,01,ABEOKUTA NORTH,03,AGO OKO,005,27/01/03/005,MUSLIM PRY. SCHOOL AGO-OKO  I,EXISTING PU,562,17265,339604
27,OGUN,01,ABEOKUTA NORTH,03,AGO OKO,006,27/01/03/006,MUSLIM PRY. SCHOOL AGO-OKO  II,EXISTING PU,562,17265,339605
27,OGUN,01,ABEOKUTA NORTH,03,AGO OKO,007,27/01/03/007,MUSLIM PRY. SCHOOL AGO-OKO  III,EXISTING PU,562,17265,339606
27,OGUN,01,ABEOKUTA NORTH,03,AGO OKO,008,27/01/03/008,ITA BALOGUN MOSQUE  I,EXISTING PU,562,17265,339607
27,OGUN,01,ABEOKUTA NORTH,03,AGO OKO,009,27/01/03/009,ITA BALOGUN MOSQUE  II,EXISTING PU,562,17265,339608
27,OGUN,01,ABEOKUTA NORTH,03,AGO OKO,010,27/01/03/010,ITA BALOGUN MOSQUE  III,EXISTING PU,562,17265,339609
27,OGUN,01,ABEOKUTA NORTH,03,AGO OKO,011,27/01/03/011,ARAROMI MOSQUE,EXISTING PU,562,17265,339610
27,OGUN,01,ABEOKUTA NORTH,03,AGO OKO,012,27/01/03/012,"OPEN SPACE NEAR PUBLIC WATER, ITAMORIN",NEW PU,562,17265,339611
27,OGUN,01,ABEOKUTA NORTH,03,AGO OKO,013,27/01/03/013,OPEN SPACE AT OBA ADEDAMOLA STREET,NEW PU,562,17265,339612
27,OGUN,01,ABEOKUTA NORTH,03,AGO OKO,014,27/01/03/014,OPEN SPACE IN FRONT OF TAPO MOSQUE,NEW PU,562,17265,339613
27,OGUN,01,ABEOKUTA NORTH,03,AGO OKO,015,27/01/03/015,NEAR ALABUKUN HOUSE,NEW PU,562,17265,339614
27,OGUN,01,ABEOKUTA NORTH,03,AGO OKO,016,27/01/03/016,"OPEN SPACE NEAR TANTOLORUN MOSQUE, OKE-OKO",NEW PU,562,17265,339615
27,OGUN,01,ABEOKUTA NORTH,03,AGO OKO,017,27/01/03/017,"OPEN SPACE IN FRONT OF JEHOVAH WITNESS, KINGDOM HALL",NEW PU,562,17265,339616
27,OGUN,01,ABEOKUTA NORTH,04,ELEGA,001,27/01/04/001,MUSLIM PRY. SCHOOL ELEGA  I,EXISTING PU,562,17266,339617
27,OGUN,01,ABEOKUTA NORTH,04,ELEGA,002,27/01/04/002,MUSLIM PRY. SCHOOL ELEGA  II,EXISTING PU,562,17266,339618
27,OGUN,01,ABEOKUTA NORTH,04,ELEGA,003,27/01/04/003,MUSLIM PRY. SCHOOL ELEGA  III,EXISTING PU,562,17266,339619
27,OGUN,01,ABEOKUTA NORTH,04,ELEGA,004,27/01/04/004,MUSLIM PRY. SCHOOL ELEGA  IV,EXISTING PU,562,17266,339620
27,OGUN,01,ABEOKUTA NORTH,04,ELEGA,005,27/01/04/005,ILUGUN HIGH SCHOOL  I,EXISTING PU,562,17266,339621
27,OGUN,01,ABEOKUTA NORTH,04,ELEGA,006,27/01/04/006,ILUGUN HIGH SCHOOL  II,EXISTING PU,562,17266,339622
27,OGUN,01,ABEOKUTA NORTH,04,ELEGA,007,27/01/04/007,ILUGUN HIGH SCHOOL  III,EXISTING PU,562,17266,339623
27,OGUN,01,ABEOKUTA NORTH,04,ELEGA,008,27/01/04/008,SPACE AT LEPER COLONY  I,EXISTING PU,562,17266,339624
27,OGUN,01,ABEOKUTA NORTH,04,ELEGA,009,27/01/04/009,SPACE AT LEPER COLONY  II,EXISTING PU,562,17266,339625
27,OGUN,01,ABEOKUTA NORTH,04,ELEGA,010,27/01/04/010,OPELOYERU MOSQUE IMALA,EXISTING PU,562,17266,339626
27,OGUN,01,ABEOKUTA NORTH,04,ELEGA,011,27/01/04/011,O.U.S NUR/PRY SCHOOL ELEGA,NEW PU,562,17266,339627
27,OGUN,01,ABEOKUTA NORTH,04,ELEGA,012,27/01/04/012,OPEN SPACE AT IYANA OJA  IDOFIN,NEW PU,562,17266,339628
27,OGUN,01,ABEOKUTA NORTH,04,ELEGA,013,27/01/04/013,"OPEN SPACE BESIDE SEMBAD FILLING STATION, IDOFIN, ELEGA",NEW PU,562,17266,339629
27,OGUN,01,ABEOKUTA NORTH,04,ELEGA,014,27/01/04/014,SCHOOL PREMISES A.N.L.G NURSERY AND PRIMARY SCHOOL F.H.E. ELEGA.,NEW PU,562,17266,339630
27,OGUN,01,ABEOKUTA NORTH,04,ELEGA,015,27/01/04/015,"A2 FIELD  IN FRONT F.H.E   ROTARY CLUB, ELEGA",NEW PU,562,17266,339631
27,OGUN,01,ABEOKUTA NORTH,04,ELEGA,016,27/01/04/016,"1.OPEN SPACE BESIDE COMMUNITY MOSQUE, F.H.E. ELEGA.",NEW PU,562,17266,339632
27,OGUN,01,ABEOKUTA NORTH,04,ELEGA,017,27/01/04/017,"OPEN SPACE AT B1 JUNCTION BY GOLDEN SCHOOL, ELEGA",NEW PU,562,17266,339633
27,OGUN,01,ABEOKUTA NORTH,04,ELEGA,018,27/01/04/018,OPEN SPACE AT ODO-EJA ILUPEJU JUNCTION,NEW PU,562,17266,339634
27,OGUN,01,ABEOKUTA NORTH,04,ELEGA,019,27/01/04/019,OPEN SPACE NEAR KENNY OGUN LAB JUNCTION,NEW PU,562,17266,339635
27,OGUN,01,ABEOKUTA NORTH,04,ELEGA,020,27/01/04/020,"OPEN SPACE AT SIKEMI OLUWA JUNCTION, IMALA ELEGA",NEW PU,562,17266,339636
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,001,27/01/05/001,ANLG SCHOOL ILUGUN ASALU  I,EXISTING PU,562,17267,339637
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,002,27/01/05/002,ANLG SCHOOL ILUGUN ASALU  II,EXISTING PU,562,17267,339638
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,003,27/01/05/003,ANLG SCHOOL ILUGUN ASALU  III,EXISTING PU,562,17267,339639
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,004,27/01/05/004,NEAR GBEMISOLA'S HOUSE   I,EXISTING PU,562,17267,339640
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,005,27/01/05/005,NEAR GBEMISOLA'S HOUSE   II,EXISTING PU,562,17267,339641
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,006,27/01/05/006,ILE EJA  I,EXISTING PU,562,17267,339642
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,007,27/01/05/007,ILE EJA  II,EXISTING PU,562,17267,339643
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,008,27/01/05/008,"ISOTAKUN MOSQUE, IBEREKODO",EXISTING PU,562,17267,339644
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,009,27/01/05/009,BOOTH OPP. THE ISOLA'S (CLOSE TO EJIALAMALA),EXISTING PU,562,17267,339645
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,010,27/01/05/010,NEAR CHIEF TAIRU'S HOUSE  I,EXISTING PU,562,17267,339646
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,011,27/01/05/011,NEAR CHIEF TAIRU'S HOUSE  II,EXISTING PU,562,17267,339647
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,012,27/01/05/012,AYO BUS STOP ALONG OKE-ONA ROAD,EXISTING PU,562,17267,339648
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,013,27/01/05/013,O.U.S. SCHOOL IKIJA  I,EXISTING PU,562,17267,339649
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,014,27/01/05/014,O.U.S. SCHOOL IKIJA  II,EXISTING PU,562,17267,339650
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,015,27/01/05/015,ANLG SCHOOL AKOMOJE I,EXISTING PU,562,17267,339651
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,016,27/01/05/016,ANLG SCHOOL AKOMOJE II,EXISTING PU,562,17267,339652
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,017,27/01/05/017,EBENEZER GRAMMAR SCHOOL,EXISTING PU,562,17267,339653
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,018,27/01/05/018,FRONT OF ATAMBALA'S HOUSE,EXISTING PU,562,17267,339654
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,019,27/01/05/019,"MATERNITY CENTRE,IBEREKODO",EXISTING PU,562,17267,339655
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,020,27/01/05/020,"OPEN SPACE AT IREPODUN STREET, ILE OGBONI,ILUGUN ASALU",NEW PU,562,17267,339656
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,021,27/01/05/021,"OPEN SPACE AT LASODE JUNCTION, ILUGUN",NEW PU,562,17267,339657
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,022,27/01/05/022,"OPEN SPACE AT KOKUMO JUNCTION, ILUGUN",NEW PU,562,17267,339658
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,023,27/01/05/023,"FRONT OF CENTRAL MOSQUE, IBEREKODO",NEW PU,562,17267,339659
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,024,27/01/05/024,"OPEN SPACE OPP. MIKENID PETROL STATION, IBEREKODO",NEW PU,562,17267,339660
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,025,27/01/05/025,"OPEN SPACE AT AROGUNDADE JUNCTION, NEAR MOKOLA BRIDGE",NEW PU,562,17267,339661
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,026,27/01/05/026,"OPEN SPACE AT ELEWA FAAJI DE, MOKOLA",NEW PU,562,17267,339662
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,027,27/01/05/027,"OPEN SPACE IN FRONT OF OGUN STATE WATER CORPORATION, ARAKANGA.",NEW PU,562,17267,339663
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,028,27/01/05/028,"OPEN SPACE AT TEMIDIRE AREA, OKE ARAKANGA",NEW PU,562,17267,339664
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,029,27/01/05/029,"OPEN SPACE BEHIND TOTAL PETROL STATION, IBEREKODO",NEW PU,562,17267,339665
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,030,27/01/05/030,"FRONT OF OGUNBONA HOUSE, AKOMOJE",NEW PU,562,17267,339666
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,031,27/01/05/031,"OPEN SPACE AT ALAGBODE JUNCTION,  AKOMOJE",NEW PU,562,17267,339667
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,032,27/01/05/032,"OPEN SPACE AT IDOFIN JUNCTION, IYAN RESERVOIRE",NEW PU,562,17267,339668
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,033,27/01/05/033,FRONT OF ATAMBALA'S HOUSE II,NEW PU,562,17267,339669
27,OGUN,01,ABEOKUTA NORTH,05,ILUGUN/IBEREKODO,034,27/01/05/034,"FRONT OF OKE OMO HOUSE, IBEREKODO",NEW PU,562,17267,339670
27,OGUN,01,ABEOKUTA NORTH,06,GBAGURA,001,27/01/06/001,SPACE AT CUSTOMARY COURT AGURA  I,EXISTING PU,562,17268,339671
27,OGUN,01,ABEOKUTA NORTH,06,GBAGURA,002,27/01/06/002,SPACE AT CUSTOMARY COURT AGURA  II,EXISTING PU,562,17268,339672
27,OGUN,01,ABEOKUTA NORTH,06,GBAGURA,003,27/01/06/003,A.U.D. KEMTA ILAWO  I,EXISTING PU,562,17268,339673
27,OGUN,01,ABEOKUTA NORTH,06,GBAGURA,004,27/01/06/004,A.U.D. KEMTA ILAWO  II,EXISTING PU,562,17268,339674
27,OGUN,01,ABEOKUTA NORTH,06,GBAGURA,005,27/01/06/005,NEAR ASUNARA MOSQUE  I,EXISTING PU,562,17268,339675
27,OGUN,01,ABEOKUTA NORTH,06,GBAGURA,006,27/01/06/006,NEAR ASUNARA MOSQUE  II,EXISTING PU,562,17268,339676
27,OGUN,01,ABEOKUTA NORTH,06,GBAGURA,007,27/01/06/007,SPACE AT OJU ODUMAKA,EXISTING PU,562,17268,339677
27,OGUN,01,ABEOKUTA NORTH,06,GBAGURA,008,27/01/06/008,NEAR ISALE AGO MOSQUE,EXISTING PU,562,17268,339678
27,OGUN,01,ABEOKUTA NORTH,06,GBAGURA,009,27/01/06/009,HOLY TRINITY OJESIMI,EXISTING PU,562,17268,339679
27,OGUN,01,ABEOKUTA NORTH,06,GBAGURA,010,27/01/06/010,OPEN SPACE NEAR BOBAGUNWA'S HOUSE,EXISTING PU,562,17268,339680
27,OGUN,01,ABEOKUTA NORTH,06,GBAGURA,011,27/01/06/011,OPEN SPACE NEAR AGURA PALACE,EXISTING PU,562,17268,339681
27,OGUN,01,ABEOKUTA NORTH,06,GBAGURA,012,27/01/06/012,"AUD PRY. SCHOOL 1, ONA-GBOORO",NEW PU,562,17268,339682
27,OGUN,01,ABEOKUTA NORTH,06,GBAGURA,013,27/01/06/013,"OPEN SPACE AT IKEREKU IWERE, GBAGURA",NEW PU,562,17268,339683
27,OGUN,01,ABEOKUTA NORTH,07,IKA,001,27/01/07/001,NEAR OLD SLAUGHTER'S SLAB  I,EXISTING PU,562,17269,339684
27,OGUN,01,ABEOKUTA NORTH,07,IKA,002,27/01/07/002,APATA MOSQUE IJAYE OBIRINTI,EXISTING PU,562,17269,339685
27,OGUN,01,ABEOKUTA NORTH,07,IKA,003,27/01/07/003,UNITY HIGH SCHOOL AGO-IKA  I,EXISTING PU,562,17269,339686
27,OGUN,01,ABEOKUTA NORTH,07,IKA,004,27/01/07/004,UNITY HIGH SCHOOL AGO-IKA  II,EXISTING PU,562,17269,339687
27,OGUN,01,ABEOKUTA NORTH,07,IKA,005,27/01/07/005,SPACE AT AGO-IKA JUNCTION  I,EXISTING PU,562,17269,339688
27,OGUN,01,ABEOKUTA NORTH,07,IKA,006,27/01/07/006,SPACE AT AGO-IKA JUNCTION  II,EXISTING PU,562,17269,339689
27,OGUN,01,ABEOKUTA NORTH,07,IKA,007,27/01/07/007,NEAR ITA NLA MOSQUE/JAYE KUKUDI   I,EXISTING PU,562,17269,339690
27,OGUN,01,ABEOKUTA NORTH,07,IKA,008,27/01/07/008,NEAR ITA NLA MOSQUE/JAYE KUKUDI   II,EXISTING PU,562,17269,339691
27,OGUN,01,ABEOKUTA NORTH,07,IKA,009,27/01/07/009,NEAR REFUSE DEPORT AGO-IKA,EXISTING PU,562,17269,339692
27,OGUN,01,ABEOKUTA NORTH,07,IKA,010,27/01/07/010,ALASALATU PRY. SCHOOL,EXISTING PU,562,17269,339693
27,OGUN,01,ABEOKUTA NORTH,07,IKA,011,27/01/07/011,OPPOSITE ODOLE'S COMP,EXISTING PU,562,17269,339694
27,OGUN,01,ABEOKUTA NORTH,07,IKA,012,27/01/07/012,"OPEN SPACE IN FRONT OF ADEGBENRO'S MOSQUE, IKEREKU-IDAN",NEW PU,562,17269,339695
27,OGUN,01,ABEOKUTA NORTH,07,IKA,013,27/01/07/013,"NEAR OLOHUN-SUNMIBARE MOSQUE, IJAYE-OBIRITIN",NEW PU,562,17269,339696
27,OGUN,01,ABEOKUTA NORTH,07,IKA,014,27/01/07/014,"OPEN SPACE AT IJOFA JUNCTION, IJOFA",NEW PU,562,17269,339697
27,OGUN,01,ABEOKUTA NORTH,07,IKA,015,27/01/07/015,N.U.D PRIMARY SCHOOL AGO IKA,NEW PU,562,17269,339698
27,OGUN,01,ABEOKUTA NORTH,07,IKA,016,27/01/07/016,"NEAR AIGORO COMPOUND,IDI OPARUN, AGO-IKA,",NEW PU,562,17269,339699
27,OGUN,01,ABEOKUTA NORTH,07,IKA,017,27/01/07/017,"NEAR ADENEKAN HALL, AGO-IKA",NEW PU,562,17269,339700
27,OGUN,01,ABEOKUTA NORTH,07,IKA,018,27/01/07/018,OPEN SPACE AT IDI-AGBON AGO IKA,NEW PU,562,17269,339701
27,OGUN,01,ABEOKUTA NORTH,07,IKA,019,27/01/07/019,"ALASALATU PRIMARY SCHOOL II, OJOKODO.",NEW PU,562,17269,339702
27,OGUN,01,ABEOKUTA NORTH,07,IKA,020,27/01/07/020,"OPEN SPACE AT ENUGADA, AGO-IKA",NEW PU,562,17269,339703
27,OGUN,01,ABEOKUTA NORTH,08,LAFENWA,001,27/01/08/001,ST. JOHN'S SCHOOL LAFENWA   I,EXISTING PU,562,17270,339704
27,OGUN,01,ABEOKUTA NORTH,08,LAFENWA,002,27/01/08/002,ST. JOHN'S SCHOOL LAFENWA   II,EXISTING PU,562,17270,339705
27,OGUN,01,ABEOKUTA NORTH,08,LAFENWA,003,27/01/08/003,APOSTOLIC CHURCH AFUNTA I,EXISTING PU,562,17270,339706
27,OGUN,01,ABEOKUTA NORTH,08,LAFENWA,004,27/01/08/004,APOSTOLIC CHURCH AFUNTA II,EXISTING PU,562,17270,339707
27,OGUN,01,ABEOKUTA NORTH,08,LAFENWA,005,27/01/08/005,NEAR YUSUFU'S HOUSE I,EXISTING PU,562,17270,339708
27,OGUN,01,ABEOKUTA NORTH,08,LAFENWA,006,27/01/08/006,NEAR YUSUFU'S HOUSE II,EXISTING PU,562,17270,339709
27,OGUN,01,ABEOKUTA NORTH,08,LAFENWA,007,27/01/08/007,FRONT OF ALH. ADEGBENRO'S HOUSE,EXISTING PU,562,17270,339710
27,OGUN,01,ABEOKUTA NORTH,08,LAFENWA,008,27/01/08/008,NEAR BAALE'S HOUSE   I,EXISTING PU,562,17270,339711
27,OGUN,01,ABEOKUTA NORTH,08,LAFENWA,009,27/01/08/009,NEAR BAALE'S HOUSE   II,EXISTING PU,562,17270,339712
27,OGUN,01,ABEOKUTA NORTH,08,LAFENWA,010,27/01/08/010,"NEAR BIOBAKU HOUSE, LAFENWA",NEW PU,562,17270,339713
27,OGUN,01,ABEOKUTA NORTH,08,LAFENWA,011,27/01/08/011,"OPEN SPACE AT RAILWAY QUARTERS, LAFENWA",NEW PU,562,17270,339714
27,OGUN,01,ABEOKUTA NORTH,08,LAFENWA,012,27/01/08/012,"OPEN SPACE IN FRONT OF TITILOPE MOSQUE, ABULE-OTUN",NEW PU,562,17270,339715
27,OGUN,01,ABEOKUTA NORTH,08,LAFENWA,013,27/01/08/013,"OPEN SPACE IN FRONT OF TRANSFORMER, GAA SABO",NEW PU,562,17270,339716
27,OGUN,01,ABEOKUTA NORTH,08,LAFENWA,014,27/01/08/014,"OPEN SPACE AT AKINDELE JUNCTION, GAA SABO",NEW PU,562,17270,339717
27,OGUN,01,ABEOKUTA NORTH,09,SABO,001,27/01/09/001,LAFENWA HIGH SCHOOL   I,EXISTING PU,562,17271,339718
27,OGUN,01,ABEOKUTA NORTH,09,SABO,002,27/01/09/002,LAFENWA HIGH SCHOOL   II,EXISTING PU,562,17271,339719
27,OGUN,01,ABEOKUTA NORTH,09,SABO,003,27/01/09/003,LAFENWA HIGH SCHOOL   III,EXISTING PU,562,17271,339720
27,OGUN,01,ABEOKUTA NORTH,09,SABO,004,27/01/09/004,FRONT OF SERIKI HOUSE  I,EXISTING PU,562,17271,339721
27,OGUN,01,ABEOKUTA NORTH,09,SABO,005,27/01/09/005,FRONT OF SERIKI HOUSE  II,EXISTING PU,562,17271,339722
27,OGUN,01,ABEOKUTA NORTH,09,SABO,006,27/01/09/006,HOLY TRINITY SABO  I,EXISTING PU,562,17271,339723
27,OGUN,01,ABEOKUTA NORTH,09,SABO,007,27/01/09/007,HOLY TRINITY SABO  II,EXISTING PU,562,17271,339724
27,OGUN,01,ABEOKUTA NORTH,09,SABO,008,27/01/09/008,BAALE' HOUSE ABULE-OKE  I,EXISTING PU,562,17271,339725
27,OGUN,01,ABEOKUTA NORTH,09,SABO,009,27/01/09/009,BAALE' HOUSE ABULE-OKE  II,EXISTING PU,562,17271,339726
27,OGUN,01,ABEOKUTA NORTH,09,SABO,010,27/01/09/010,OPEN SPACE AT APENA'S PAPA MARU (NEAR APENA'S HOUSE PAPA MARU),EXISTING PU,562,17271,339727
27,OGUN,01,ABEOKUTA NORTH,09,SABO,011,27/01/09/011,OLUMO PRY. SCHOOL,EXISTING PU,562,17271,339728
27,OGUN,01,ABEOKUTA NORTH,09,SABO,012,27/01/09/012,NEAR OLALOMI MOSQUE,EXISTING PU,562,17271,339729
27,OGUN,01,ABEOKUTA NORTH,09,SABO,013,27/01/09/013,NEAR KORODO BLOCKS,EXISTING PU,562,17271,339730
27,OGUN,01,ABEOKUTA NORTH,09,SABO,014,27/01/09/014,"OPEN SPACE AT IFESOWAPO JUNCTION, BESDIDE OGUN RADIO",NEW PU,562,17271,339731
27,OGUN,01,ABEOKUTA NORTH,09,SABO,015,27/01/09/015,OPEN SPACE IN FRONT OF PROPOSED COMM. HEALTH CENTRE OLATEJU OLOSUN,NEW PU,562,17271,339732
27,OGUN,01,ABEOKUTA NORTH,09,SABO,016,27/01/09/016,"OPEN SPACE AT AJIBANDE JUNCTION, AIYETORO  GARAGE",NEW PU,562,17271,339733
27,OGUN,01,ABEOKUTA NORTH,09,SABO,017,27/01/09/017,"OPEN SPACE AT METIE GUEST HOUSE, OGUN RADIO",NEW PU,562,17271,339734
27,OGUN,01,ABEOKUTA NORTH,09,SABO,018,27/01/09/018,"SCHOOL PREMISES PREMIER GRAMMAR SCHOOL, LAFENWA.",NEW PU,562,17271,339735
27,OGUN,01,ABEOKUTA NORTH,09,SABO,019,27/01/09/019,"SCHOOL PREMISES COMMUNITY PRIMARY SCHOOL, SODEKE TITUN",NEW PU,562,17271,339736
27,OGUN,01,ABEOKUTA NORTH,09,SABO,020,27/01/09/020,"OPEN SPACE AT LURO ESTATE GATE, LURO",NEW PU,562,17271,339737
27,OGUN,01,ABEOKUTA NORTH,09,SABO,021,27/01/09/021,"BASHORUN MOSHOOD ABIOLA SCHOOL, SABO",NEW PU,562,17271,339738
27,OGUN,01,ABEOKUTA NORTH,09,SABO,022,27/01/09/022,OPEN SPACE AT BOLUDAYO JUNCTION SABO.,NEW PU,562,17271,339739
27,OGUN,01,ABEOKUTA NORTH,09,SABO,023,27/01/09/023,"OPEN SPACE AT OLORUNWA JUNCTION, PAPA MARUN",NEW PU,562,17271,339740
27,OGUN,01,ABEOKUTA NORTH,09,SABO,024,27/01/09/024,OPEN SPACE AT KINITO ALAFIA JUNCTION SABO,NEW PU,562,17271,339741
27,OGUN,01,ABEOKUTA NORTH,09,SABO,025,27/01/09/025,"OPEN SPACE IN FRONT OF COMMUNITY CENTRAL MOSQUE, ABULE OKE SABO.",NEW PU,562,17271,339742
27,OGUN,01,ABEOKUTA NORTH,09,SABO,026,27/01/09/026,"OPEN SPACE NEAR TEMIDIRE CENTRAL MOSQUE, SABO",NEW PU,562,17271,339743
